"species","area","year","month","landings"
"Hagfish","Fort Bragg","2017-2018","Dec",25674
"Hagfish","Fort Bragg","2018-2019","Dec",10670
"Hagfish","Los Angeles","2000-2001","Dec",47
"Hagfish","Los Angeles","2002-2003","Dec",0
"Hagfish","Los Angeles","2004-2005","Dec",2
"Hagfish","Los Angeles","2006-2007","Dec",0
"Hagfish","Los Angeles","2007-2008","Dec",27612
"Hagfish","Los Angeles","2008-2009","Dec",1511
"Hagfish","Los Angeles","2009-2010","Dec",10768
"Hagfish","Los Angeles","2010-2011","Dec",0
"Hagfish","Los Angeles","2011-2012","Dec",10232
"Hagfish","Los Angeles","2012-2013","Dec",2230
"Hagfish","Los Angeles","2013-2014","Dec",6428
"Hagfish","Los Angeles","2014-2015","Dec",7108
"Hagfish","Los Angeles","2015-2016","Dec",13443
"Hagfish","Los Angeles","2016-2017","Dec",31658
"Hagfish","Los Angeles","2017-2018","Dec",12240
"Hagfish","Los Angeles","2018-2019","Dec",3616
"Hagfish","Monterey","2007-2008","Dec",7619
"Hagfish","Monterey","2008-2009","Dec",0
"Hagfish","Monterey","2011-2012","Dec",0
"Hagfish","Monterey","2015-2016","Dec",12194
"Hagfish","Monterey","2016-2017","Dec",8785
"Hagfish","Monterey","2017-2018","Dec",0
"Hagfish","Monterey","2018-2019","Dec",20170
"Hagfish","Morro Bay","2006-2007","Dec",5831
"Hagfish","Morro Bay","2007-2008","Dec",3150
"Hagfish","Morro Bay","2008-2009","Dec",11770
"Hagfish","Morro Bay","2009-2010","Dec",44277
"Hagfish","Morro Bay","2010-2011","Dec",19258
"Hagfish","Morro Bay","2011-2012","Dec",64252
"Hagfish","Morro Bay","2012-2013","Dec",18156
"Hagfish","Morro Bay","2013-2014","Dec",36412
"Hagfish","Morro Bay","2014-2015","Dec",40418
"Hagfish","Morro Bay","2015-2016","Dec",50180
"Hagfish","Morro Bay","2016-2017","Dec",58484
"Hagfish","Morro Bay","2017-2018","Dec",51734
"Hagfish","Morro Bay","2018-2019","Dec",33981
"Hagfish","San Diego","2004-2005","Dec",0
"Hagfish","San Diego","2005-2006","Dec",0
"Hagfish","San Diego","2007-2008","Dec",0
"Hagfish","San Diego","2008-2009","Dec",19994
"Hagfish","San Diego","2009-2010","Dec",8373
"Hagfish","San Diego","2010-2011","Dec",0
"Hagfish","San Diego","2011-2012","Dec",5439
"Hagfish","San Diego","2012-2013","Dec",1943
"Hagfish","San Diego","2013-2014","Dec",4156
"Hagfish","San Diego","2014-2015","Dec",8530
"Hagfish","San Diego","2015-2016","Dec",2407
"Hagfish","San Diego","2016-2017","Dec",0
"Hagfish","San Diego","2017-2018","Dec",1601
"Hagfish","San Diego","2018-2019","Dec",3083
"Hagfish","San Francisco","2000-2001","Dec",0
"Hagfish","San Francisco","2002-2003","Dec",0
"Hagfish","San Francisco","2012-2013","Dec",0
"Hagfish","San Francisco","2015-2016","Dec",0
"Hagfish","San Francisco","2018-2019","Dec",0
"Hagfish","Santa Barbara","2002-2003","Dec",0
"Hagfish","Santa Barbara","2004-2005","Dec",3824
"Hagfish","Santa Barbara","2005-2006","Dec",3026
"Hagfish","Santa Barbara","2006-2007","Dec",8238
"Hagfish","Santa Barbara","2007-2008","Dec",519
"Hagfish","Santa Barbara","2008-2009","Dec",22622
"Hagfish","Santa Barbara","2009-2010","Dec",0
"Hagfish","Santa Barbara","2010-2011","Dec",0
"Hagfish","Santa Barbara","2011-2012","Dec",0
"Hagfish","Santa Barbara","2012-2013","Dec",0
"Hagfish","Santa Barbara","2013-2014","Dec",0
"Hagfish","Santa Barbara","2014-2015","Dec",0
"Hagfish","Santa Barbara","2015-2016","Dec",0
"Hagfish","Santa Barbara","2016-2017","Dec",0
"Hagfish","Santa Barbara","2017-2018","Dec",0
"Hagfish","Santa Barbara","2018-2019","Dec",0
"Ocean Shrimp","Bodega Bay","2002-2003","Dec",0
"Ocean Shrimp","Bodega Bay","2014-2015","Dec",0
"Ocean Shrimp","Bodega Bay","2016-2017","Dec",0
"Ocean Shrimp","Eureka","2000-2001","Dec",38
"Ocean Shrimp","Eureka","2001-2002","Dec",0
"Ocean Shrimp","Eureka","2002-2003","Dec",0
"Ocean Shrimp","Eureka","2003-2004","Dec",0
"Ocean Shrimp","Eureka","2004-2005","Dec",0
"Ocean Shrimp","Eureka","2005-2006","Dec",0
"Ocean Shrimp","Eureka","2006-2007","Dec",0
"Ocean Shrimp","Eureka","2007-2008","Dec",0
"Ocean Shrimp","Eureka","2008-2009","Dec",0
"Ocean Shrimp","Eureka","2009-2010","Dec",0
"Ocean Shrimp","Eureka","2010-2011","Dec",0
"Ocean Shrimp","Eureka","2011-2012","Dec",0
"Ocean Shrimp","Eureka","2012-2013","Dec",0
"Ocean Shrimp","Eureka","2013-2014","Dec",0
"Ocean Shrimp","Eureka","2014-2015","Dec",0
"Ocean Shrimp","Eureka","2015-2016","Dec",0
"Ocean Shrimp","Eureka","2016-2017","Dec",0
"Ocean Shrimp","Eureka","2017-2018","Dec",0
"Ocean Shrimp","Eureka","2018-2019","Dec",0
"Ocean Shrimp","Fort Bragg","2000-2001","Dec",0
"Ocean Shrimp","Fort Bragg","2002-2003","Dec",0
"Ocean Shrimp","Los Angeles","2003-2004","Dec",0
"Ocean Shrimp","Monterey","2000-2001","Dec",0
"Ocean Shrimp","Monterey","2009-2010","Dec",0
"Ocean Shrimp","Monterey","2018-2019","Dec",0
"Ocean Shrimp","Morro Bay","2000-2001","Dec",0
"Ocean Shrimp","Morro Bay","2001-2002","Dec",0
"Ocean Shrimp","Morro Bay","2002-2003","Dec",0
"Ocean Shrimp","Morro Bay","2003-2004","Dec",0
"Ocean Shrimp","Morro Bay","2004-2005","Dec",0
"Ocean Shrimp","Morro Bay","2005-2006","Dec",0
"Ocean Shrimp","Morro Bay","2006-2007","Dec",0
"Ocean Shrimp","Morro Bay","2016-2017","Dec",0
"Ocean Shrimp","Morro Bay","2017-2018","Dec",0
"Ocean Shrimp","Morro Bay","2018-2019","Dec",0
"Ocean Shrimp","San Francisco","2009-2010","Dec",0
"Ocean Shrimp","San Francisco","2011-2012","Dec",0
"Ocean Shrimp","San Francisco","2014-2015","Dec",0
"Ocean Shrimp","San Francisco","2016-2017","Dec",0
"Ocean Shrimp","San Francisco","2018-2019","Dec",0
"Ocean Shrimp","Santa Barbara","2000-2001","Dec",0
"Ocean Shrimp","Santa Barbara","2001-2002","Dec",0
"Ocean Shrimp","Santa Barbara","2002-2003","Dec",183
"Ocean Shrimp","Santa Barbara","2003-2004","Dec",0
"Ocean Shrimp","Santa Barbara","2007-2008","Dec",0
"Ocean Shrimp","Santa Barbara","2013-2014","Dec",0
"Ocean Shrimp","Santa Barbara","2015-2016","Dec",0
"Ocean Shrimp","Santa Barbara","2016-2017","Dec",0
"Ocean Shrimp","Santa Barbara","2018-2019","Dec",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2000-2001","Dec",36245
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2001-2002","Dec",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2002-2003","Dec",2829
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2003-2004","Dec",868
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2004-2005","Dec",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2005-2006","Dec",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2006-2007","Dec",875
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2007-2008","Dec",331
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2008-2009","Dec",2651
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2009-2010","Dec",6067
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2010-2011","Dec",7948
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2011-2012","Dec",3056
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2012-2013","Dec",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2013-2014","Dec",9217
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2014-2015","Dec",4472
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2015-2016","Dec",0
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2016-2017","Dec",5736
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2017-2018","Dec",10475
"Dover Sole_Thornyhead_Sablefish","Bodega Bay","2018-2019","Dec",78
"Dover Sole_Thornyhead_Sablefish","Eureka","2000-2001","Dec",314355
"Dover Sole_Thornyhead_Sablefish","Eureka","2001-2002","Dec",13610
"Dover Sole_Thornyhead_Sablefish","Eureka","2002-2003","Dec",60013
"Dover Sole_Thornyhead_Sablefish","Eureka","2003-2004","Dec",40926
"Dover Sole_Thornyhead_Sablefish","Eureka","2004-2005","Dec",16480
"Dover Sole_Thornyhead_Sablefish","Eureka","2005-2006","Dec",69960
"Dover Sole_Thornyhead_Sablefish","Eureka","2006-2007","Dec",91500
"Dover Sole_Thornyhead_Sablefish","Eureka","2007-2008","Dec",143364
"Dover Sole_Thornyhead_Sablefish","Eureka","2008-2009","Dec",336632
"Dover Sole_Thornyhead_Sablefish","Eureka","2009-2010","Dec",102522
"Dover Sole_Thornyhead_Sablefish","Eureka","2010-2011","Dec",142017
"Dover Sole_Thornyhead_Sablefish","Eureka","2011-2012","Dec",310950
"Dover Sole_Thornyhead_Sablefish","Eureka","2012-2013","Dec",316337
"Dover Sole_Thornyhead_Sablefish","Eureka","2013-2014","Dec",277797
"Dover Sole_Thornyhead_Sablefish","Eureka","2014-2015","Dec",188108
"Dover Sole_Thornyhead_Sablefish","Eureka","2015-2016","Dec",211254
"Dover Sole_Thornyhead_Sablefish","Eureka","2016-2017","Dec",362667
"Dover Sole_Thornyhead_Sablefish","Eureka","2017-2018","Dec",456519
"Dover Sole_Thornyhead_Sablefish","Eureka","2018-2019","Dec",246325
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2000-2001","Dec",267967
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2001-2002","Dec",11233
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2002-2003","Dec",78908
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2003-2004","Dec",87473
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2004-2005","Dec",157001
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2005-2006","Dec",160135
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2006-2007","Dec",130871
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2007-2008","Dec",47094
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2008-2009","Dec",110609
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2009-2010","Dec",182859
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2010-2011","Dec",131895
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2011-2012","Dec",157419
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2012-2013","Dec",41694
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2013-2014","Dec",37355
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2014-2015","Dec",26454
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2015-2016","Dec",33680
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2016-2017","Dec",36118
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2017-2018","Dec",154977
"Dover Sole_Thornyhead_Sablefish","Fort Bragg","2018-2019","Dec",80915
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2000-2001","Dec",20877
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2001-2002","Dec",19968
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2002-2003","Dec",18956
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2003-2004","Dec",27487
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2004-2005","Dec",12932
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2005-2006","Dec",9927
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2006-2007","Dec",22404
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2007-2008","Dec",17052
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2008-2009","Dec",26394
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2009-2010","Dec",20283
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2010-2011","Dec",16726
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2011-2012","Dec",19428
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2012-2013","Dec",13565
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2013-2014","Dec",19008
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2014-2015","Dec",14788
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2015-2016","Dec",3588
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2016-2017","Dec",10506
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2017-2018","Dec",11178
"Dover Sole_Thornyhead_Sablefish","Los Angeles","2018-2019","Dec",4462
"Dover Sole_Thornyhead_Sablefish","Monterey","2000-2001","Dec",327670
"Dover Sole_Thornyhead_Sablefish","Monterey","2001-2002","Dec",52258
"Dover Sole_Thornyhead_Sablefish","Monterey","2002-2003","Dec",126623
"Dover Sole_Thornyhead_Sablefish","Monterey","2003-2004","Dec",163171
"Dover Sole_Thornyhead_Sablefish","Monterey","2004-2005","Dec",75930
"Dover Sole_Thornyhead_Sablefish","Monterey","2005-2006","Dec",154043
"Dover Sole_Thornyhead_Sablefish","Monterey","2006-2007","Dec",28430
"Dover Sole_Thornyhead_Sablefish","Monterey","2007-2008","Dec",29930
"Dover Sole_Thornyhead_Sablefish","Monterey","2008-2009","Dec",46738
"Dover Sole_Thornyhead_Sablefish","Monterey","2009-2010","Dec",37074
"Dover Sole_Thornyhead_Sablefish","Monterey","2010-2011","Dec",80790
"Dover Sole_Thornyhead_Sablefish","Monterey","2011-2012","Dec",56205
"Dover Sole_Thornyhead_Sablefish","Monterey","2012-2013","Dec",59711
"Dover Sole_Thornyhead_Sablefish","Monterey","2013-2014","Dec",47244
"Dover Sole_Thornyhead_Sablefish","Monterey","2014-2015","Dec",25683
"Dover Sole_Thornyhead_Sablefish","Monterey","2015-2016","Dec",0
"Dover Sole_Thornyhead_Sablefish","Monterey","2016-2017","Dec",19617
"Dover Sole_Thornyhead_Sablefish","Monterey","2017-2018","Dec",16124
"Dover Sole_Thornyhead_Sablefish","Monterey","2018-2019","Dec",14681
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2000-2001","Dec",31453
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2001-2002","Dec",722
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2002-2003","Dec",49931
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2003-2004","Dec",49016
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2004-2005","Dec",68083
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2005-2006","Dec",1433
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2006-2007","Dec",28112
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2007-2008","Dec",30844
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2008-2009","Dec",26883
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2009-2010","Dec",237848
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2010-2011","Dec",44124
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2011-2012","Dec",332278
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2012-2013","Dec",102961
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2013-2014","Dec",90845
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2014-2015","Dec",44077
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2015-2016","Dec",54121
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2016-2017","Dec",36340
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2017-2018","Dec",33105
"Dover Sole_Thornyhead_Sablefish","Morro Bay","2018-2019","Dec",15361
"Dover Sole_Thornyhead_Sablefish","San Diego","2000-2001","Dec",29
"Dover Sole_Thornyhead_Sablefish","San Diego","2001-2002","Dec",2869
"Dover Sole_Thornyhead_Sablefish","San Diego","2002-2003","Dec",17449
"Dover Sole_Thornyhead_Sablefish","San Diego","2003-2004","Dec",3862
"Dover Sole_Thornyhead_Sablefish","San Diego","2004-2005","Dec",6158
"Dover Sole_Thornyhead_Sablefish","San Diego","2005-2006","Dec",12153
"Dover Sole_Thornyhead_Sablefish","San Diego","2006-2007","Dec",16645
"Dover Sole_Thornyhead_Sablefish","San Diego","2007-2008","Dec",9183
"Dover Sole_Thornyhead_Sablefish","San Diego","2008-2009","Dec",12498
"Dover Sole_Thornyhead_Sablefish","San Diego","2009-2010","Dec",11061
"Dover Sole_Thornyhead_Sablefish","San Diego","2010-2011","Dec",12331
"Dover Sole_Thornyhead_Sablefish","San Diego","2011-2012","Dec",17479
"Dover Sole_Thornyhead_Sablefish","San Diego","2012-2013","Dec",9421
"Dover Sole_Thornyhead_Sablefish","San Diego","2013-2014","Dec",23515
"Dover Sole_Thornyhead_Sablefish","San Diego","2014-2015","Dec",11773
"Dover Sole_Thornyhead_Sablefish","San Diego","2015-2016","Dec",14870
"Dover Sole_Thornyhead_Sablefish","San Diego","2016-2017","Dec",22170
"Dover Sole_Thornyhead_Sablefish","San Diego","2017-2018","Dec",9801
"Dover Sole_Thornyhead_Sablefish","San Diego","2018-2019","Dec",8740
"Dover Sole_Thornyhead_Sablefish","San Francisco","2000-2001","Dec",71635
"Dover Sole_Thornyhead_Sablefish","San Francisco","2001-2002","Dec",5614
"Dover Sole_Thornyhead_Sablefish","San Francisco","2002-2003","Dec",27877
"Dover Sole_Thornyhead_Sablefish","San Francisco","2003-2004","Dec",31007
"Dover Sole_Thornyhead_Sablefish","San Francisco","2004-2005","Dec",52525
"Dover Sole_Thornyhead_Sablefish","San Francisco","2005-2006","Dec",29225
"Dover Sole_Thornyhead_Sablefish","San Francisco","2006-2007","Dec",54320
"Dover Sole_Thornyhead_Sablefish","San Francisco","2007-2008","Dec",52684
"Dover Sole_Thornyhead_Sablefish","San Francisco","2008-2009","Dec",16331
"Dover Sole_Thornyhead_Sablefish","San Francisco","2009-2010","Dec",32947
"Dover Sole_Thornyhead_Sablefish","San Francisco","2010-2011","Dec",20024
"Dover Sole_Thornyhead_Sablefish","San Francisco","2011-2012","Dec",7560
"Dover Sole_Thornyhead_Sablefish","San Francisco","2012-2013","Dec",0
"Dover Sole_Thornyhead_Sablefish","San Francisco","2013-2014","Dec",93542
"Dover Sole_Thornyhead_Sablefish","San Francisco","2014-2015","Dec",0
"Dover Sole_Thornyhead_Sablefish","San Francisco","2015-2016","Dec",0
"Dover Sole_Thornyhead_Sablefish","San Francisco","2016-2017","Dec",825
"Dover Sole_Thornyhead_Sablefish","San Francisco","2017-2018","Dec",9936
"Dover Sole_Thornyhead_Sablefish","San Francisco","2018-2019","Dec",6009
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2000-2001","Dec",13849
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2001-2002","Dec",12342
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2002-2003","Dec",11991
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2003-2004","Dec",2675
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2004-2005","Dec",13012
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2005-2006","Dec",8820
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2006-2007","Dec",3695
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2007-2008","Dec",5787
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2008-2009","Dec",10
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2009-2010","Dec",40026
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2010-2011","Dec",8391
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2011-2012","Dec",58131
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2012-2013","Dec",36472
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2013-2014","Dec",45241
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2014-2015","Dec",30149
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2015-2016","Dec",27407
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2016-2017","Dec",56408
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2017-2018","Dec",66083
"Dover Sole_Thornyhead_Sablefish","Santa Barbara","2018-2019","Dec",60039
"Other Groundfish","Bodega Bay","2000-2001","Dec",31438
"Other Groundfish","Bodega Bay","2001-2002","Dec",14577
"Other Groundfish","Bodega Bay","2002-2003","Dec",4575
"Other Groundfish","Bodega Bay","2003-2004","Dec",0
"Other Groundfish","Bodega Bay","2004-2005","Dec",103
"Other Groundfish","Bodega Bay","2005-2006","Dec",721
"Other Groundfish","Bodega Bay","2006-2007","Dec",18141
"Other Groundfish","Bodega Bay","2007-2008","Dec",37899
"Other Groundfish","Bodega Bay","2008-2009","Dec",30859
"Other Groundfish","Bodega Bay","2009-2010","Dec",6629
"Other Groundfish","Bodega Bay","2010-2011","Dec",314
"Other Groundfish","Bodega Bay","2011-2012","Dec",168
"Other Groundfish","Bodega Bay","2012-2013","Dec",44
"Other Groundfish","Bodega Bay","2013-2014","Dec",1021
"Other Groundfish","Bodega Bay","2014-2015","Dec",101
"Other Groundfish","Bodega Bay","2015-2016","Dec",323
"Other Groundfish","Bodega Bay","2016-2017","Dec",450
"Other Groundfish","Bodega Bay","2017-2018","Dec",3054
"Other Groundfish","Bodega Bay","2018-2019","Dec",1032
"Other Groundfish","Eureka","2000-2001","Dec",201721
"Other Groundfish","Eureka","2001-2002","Dec",131779
"Other Groundfish","Eureka","2002-2003","Dec",46462
"Other Groundfish","Eureka","2003-2004","Dec",23163
"Other Groundfish","Eureka","2004-2005","Dec",59608
"Other Groundfish","Eureka","2005-2006","Dec",21982
"Other Groundfish","Eureka","2006-2007","Dec",182495
"Other Groundfish","Eureka","2007-2008","Dec",133533
"Other Groundfish","Eureka","2008-2009","Dec",294463
"Other Groundfish","Eureka","2009-2010","Dec",12425
"Other Groundfish","Eureka","2010-2011","Dec",16330
"Other Groundfish","Eureka","2011-2012","Dec",79788
"Other Groundfish","Eureka","2012-2013","Dec",47343
"Other Groundfish","Eureka","2013-2014","Dec",154190
"Other Groundfish","Eureka","2014-2015","Dec",52163
"Other Groundfish","Eureka","2015-2016","Dec",70940
"Other Groundfish","Eureka","2016-2017","Dec",145348
"Other Groundfish","Eureka","2017-2018","Dec",216428
"Other Groundfish","Eureka","2018-2019","Dec",301996
"Other Groundfish","Fort Bragg","2000-2001","Dec",96464
"Other Groundfish","Fort Bragg","2001-2002","Dec",22597
"Other Groundfish","Fort Bragg","2002-2003","Dec",65693
"Other Groundfish","Fort Bragg","2003-2004","Dec",19750
